2012-06-09 04:22:46.488112,M015,ON
2012-06-09 04:22:48.170017,M012,ON
2012-06-09 04:22:55.357398,M015,ON
2012-06-09 04:22:57.864417,M012,ON
2012-06-09 04:23:01.598425,M016,ON
2012-06-09 04:24:43.882187,M012,ON
2012-06-09 04:24:53.635338,M012,ON
2012-06-09 04:24:53.892418,M015,ON
2012-06-09 08:00:48.240986,M012,ON
2012-06-09 08:00:48.309324,M015,ON
2012-06-09 08:00:50.906762,M014,ON
2012-06-09 08:01:10.861855,M012,ON
2012-06-09 08:01:13.086546,M015,ON
2012-06-09 08:02:03.065937,M015,ON
2012-06-09 08:02:04.454013,M012,ON
2012-06-09 08:02:08.529597,M016,ON
2012-06-09 08:06:27.255435,M012,ON
2012-06-09 08:06:30.775001,M015,ON
2012-06-09 08:07:15.579948,M015,ON
2012-06-09 08:07:15.732424,M012,ON
2012-06-09 08:07:35.129091,M015,ON
2012-06-09 08:07:35.382324,M012,ON
2012-06-09 08:07:46.161303,M012,ON
2012-06-09 08:07:46.263580,M015,ON
2012-06-09 08:16:01.470818,M015,ON
2012-06-09 08:16:02.930266,M012,ON
2012-06-09 08:16:06.786414,M016,ON
2012-06-09 08:18:07.504110,M012,ON
2012-06-09 08:18:08.616736,M015,ON
2012-06-09 08:18:15.678554,M012,ON
2012-06-09 08:18:18.090974,M015,ON
2012-06-09 08:18:18.143045,M012,ON
2012-06-09 08:18:58.857764,M016,ON
2012-06-09 08:22:43.001238,M012,ON
2012-06-09 08:22:54.722772,M016,ON
2012-06-09 09:03:34.733997,M012,ON
2012-06-09 09:03:37.777930,M016,ON
2012-06-09 09:34:44.893128,M012,ON
2012-06-09 09:35:03.064497,M012,ON
2012-06-09 09:35:06.682944,M015,ON
2012-06-09 09:35:22.403350,M012,ON
2012-06-09 09:35:23.144964,M015,ON
2012-06-09 09:35:41.800865,M012,ON
2012-06-09 09:36:10.931206,M012,ON
2012-06-09 09:36:14.902101,M015,ON
2012-06-09 09:36:18.239390,M012,ON
2012-06-09 09:36:24.057638,M015,ON
2012-06-09 09:36:37.590373,M012,ON
2012-06-09 09:36:43.516097,M014,ON
2012-06-09 09:39:08.537330,M012,ON
2012-06-09 09:39:16.985636,M016,ON
2012-06-09 09:57:57.340353,M012,ON
2012-06-09 09:58:08.365151,M012,ON
2012-06-09 09:58:08.782517,M015,ON
2012-06-09 09:58:47.183347,M015,ON
2012-06-09 09:58:48.164734,M012,ON
2012-06-09 09:58:50.200914,M015,ON
2012-06-09 09:58:50.950920,M012,ON
2012-06-09 09:59:07.986799,M015,ON
2012-06-09 09:59:08.253605,M012,ON
2012-06-09 09:59:13.056065,M015,ON
2012-06-09 09:59:13.810785,M012,ON
2012-06-09 09:59:14.929091,M015,ON
2012-06-09 09:59:27.483168,M015,ON
2012-06-09 09:59:28.091773,M012,ON
2012-06-09 09:59:37.084473,M012,ON
2012-06-09 09:59:39.449479,M014,ON
2012-06-09 09:59:41.954818,M015,ON
2012-06-09 10:00:08.402215,M012,ON
2012-06-09 10:00:08.952703,M015,ON
2012-06-09 10:00:51.264434,M015,ON
2012-06-09 10:00:51.719491,M012,ON
2012-06-09 10:01:14.796203,M015,ON
2012-06-09 10:01:16.594886,M012,ON
2012-06-09 10:01:20.268981,M014,ON
2012-06-09 10:02:02.208101,M012,ON
2012-06-09 10:02:05.397139,M016,ON
2012-06-09 10:12:07.199504,M012,ON
2012-06-09 10:12:09.705610,M014,ON
2012-06-09 10:13:06.647367,M012,ON
2012-06-09 10:13:10.396797,M016,ON
