2012-06-06 03:07:37.037878,M015,ON
2012-06-06 03:07:37.845966,M012,ON
2012-06-06 03:07:49.157852,M012,ON
2012-06-06 03:07:52.557522,M016,ON
2012-06-06 03:09:44.401294,M012,ON
2012-06-06 03:09:46.577470,M015,ON
2012-06-06 06:30:00.817670,M015,ON
2012-06-06 06:30:02.287821,M012,ON
2012-06-06 06:30:10.389152,M015,ON
2012-06-06 06:30:14.297303,M012,ON
2012-06-06 06:30:17.707619,M014,ON
2012-06-06 06:30:26.261588,M014,ON
2012-06-06 06:30:27.292595,M012,ON
2012-06-06 06:30:36.962810,M012,ON
2012-06-06 06:30:40.029424,M015,ON
2012-06-06 06:30:47.920306,M012,ON
2012-06-06 06:30:48.077632,M015,ON
2012-06-06 06:31:38.876522,M015,ON
2012-06-06 06:31:39.283871,M012,ON
2012-06-06 06:31:42.537510,M016,ON
2012-06-06 06:34:56.636852,M012,ON
2012-06-06 06:35:00.993954,M015,ON
2012-06-06 06:35:35.866699,M012,ON
2012-06-06 06:35:36.067964,M015,ON
2012-06-06 06:35:50.663814,M012,ON
2012-06-06 06:36:21.260738,M015,ON
2012-06-06 06:36:22.335251,M012,ON
2012-06-06 06:45:06.356720,M015,ON
2012-06-06 06:45:07.767837,M012,ON
2012-06-06 06:45:10.997561,M016,ON
2012-06-06 06:47:21.590807,M012,ON
2012-06-06 06:47:27.689626,M012,ON
2012-06-06 06:47:32.259705,M015,ON
2012-06-06 06:47:41.588893,M012,ON
2012-06-06 06:47:54.707690,M012,ON
2012-06-06 06:47:55.466327,M015,ON
2012-06-06 06:47:56.424866,M012,ON
2012-06-06 06:47:58.515561,M015,ON
2012-06-06 06:48:03.730853,M012,ON
2012-06-06 06:48:07.257548,M015,ON
2012-06-06 06:48:23.017644,M012,ON
2012-06-06 06:48:45.529377,M012,ON
2012-06-06 06:48:46.296788,M015,ON
2012-06-06 06:48:58.267556,M015,ON
2012-06-06 06:48:59.446662,M012,ON
2012-06-06 06:49:05.050719,M012,ON
2012-06-06 06:49:05.968009,M015,ON
2012-06-06 06:49:07.266900,M012,ON
2012-06-06 06:49:09.637824,M015,ON
2012-06-06 06:49:19.316533,M012,ON
2012-06-06 06:50:10.348165,M016,ON
2012-06-06 06:53:19.651994,M012,ON
2012-06-06 06:53:24.857990,M014,ON
2012-06-06 06:55:25.977747,M014,ON
2012-06-06 06:55:27.638952,M012,ON
2012-06-06 06:55:30.804576,M016,ON
2012-06-06 08:54:49.590731,M012,ON
2012-06-06 08:54:53.825693,M014,ON
2012-06-06 08:55:40.987969,M012,ON
2012-06-06 08:55:44.276808,M016,ON
2012-06-06 09:12:54.527104,M012,ON
2012-06-06 09:12:56.926551,M014,ON
2012-06-06 09:14:03.360684,M012,ON
2012-06-06 09:14:06.310086,M012,ON
2012-06-06 09:14:07.986442,M015,ON
2012-06-06 09:14:11.921144,M015,ON
2012-06-06 09:14:13.304854,M012,ON
2012-06-06 09:15:53.497999,M012,ON
2012-06-06 09:15:55.199211,M015,ON
2012-06-06 09:16:05.658325,M015,ON
2012-06-06 09:16:06.134936,M012,ON
2012-06-06 09:16:12.708114,M015,ON
2012-06-06 09:16:12.944085,M012,ON
2012-06-06 09:16:14.306697,M015,ON
2012-06-06 09:16:21.259509,M015,ON
2012-06-06 09:16:25.288156,M012,ON
2012-06-06 09:16:30.679764,M012,ON
2012-06-06 09:16:31.384672,M015,ON
2012-06-06 09:16:32.968551,M012,ON
2012-06-06 09:16:33.429985,M015,ON
2012-06-06 09:16:54.996498,M015,ON
2012-06-06 09:16:57.696138,M012,ON
2012-06-06 09:17:01.702502,M014,ON
2012-06-06 09:21:20.261032,M012,ON
2012-06-06 09:21:25.068797,M016,ON
2012-06-06 09:22:21.888453,M012,ON
2012-06-06 09:22:35.532111,M015,ON
2012-06-06 09:22:44.241522,M015,ON
2012-06-06 09:22:44.578142,M012,ON
2012-06-06 09:22:48.875771,M012,ON
2012-06-06 09:22:49.367894,M015,ON
2012-06-06 09:22:57.297258,M012,ON
2012-06-06 09:23:06.896611,M012,ON
2012-06-06 09:23:07.732515,M015,ON
2012-06-06 09:23:10.596354,M012,ON
2012-06-06 09:23:14.024442,M016,ON
2012-06-06 09:23:34.976245,M012,ON
2012-06-06 09:23:46.990751,M016,ON
2012-06-06 10:02:21.111452,M012,ON
2012-06-06 10:02:38.148140,M012,ON
2012-06-06 10:02:41.078535,M015,ON
2012-06-06 10:02:46.252615,M012,ON
2012-06-06 10:02:57.006009,M012,ON
2012-06-06 10:02:57.167878,M015,ON
2012-06-06 10:03:51.014638,M015,ON
2012-06-06 10:03:57.140852,M015,ON
2012-06-06 10:03:57.462008,M012,ON
2012-06-06 10:04:38.326610,M014,ON
2012-06-06 10:04:49.253293,M012,ON
2012-06-06 10:05:03.793214,M016,ON
2012-06-06 10:19:43.761958,M012,ON
2012-06-06 10:19:49.655185,M014,ON
2012-06-06 10:22:05.832225,M012,ON
2012-06-06 10:22:09.313707,M016,ON
2012-06-06 10:33:19.830762,M012,ON
2012-06-06 10:33:22.833848,M014,ON
2012-06-06 10:33:53.006321,M012,ON
2012-06-06 10:33:57.638123,M016,ON
2012-06-06 10:53:22.716420,M012,ON
2012-06-06 10:53:24.930376,M014,ON
2012-06-06 10:53:51.875528,M012,ON
2012-06-06 10:53:55.381626,M016,ON
2012-06-06 10:54:28.518775,M012,ON
2012-06-06 10:54:32.778863,M014,ON
2012-06-06 10:54:39.437103,M012,ON
2012-06-06 10:54:42.645977,M016,ON
2012-06-06 10:55:24.407437,M012,ON
2012-06-06 10:55:27.256503,M015,ON
2012-06-06 10:55:54.947457,M012,ON
2012-06-06 10:55:56.928861,M014,ON
2012-06-06 11:17:23.353007,M012,ON
2012-06-06 11:17:26.438463,M016,ON
2012-06-06 12:05:10.026336,M012,ON
2012-06-06 12:05:16.467601,M014,ON
2012-06-06 12:05:45.970310,M012,ON
2012-06-06 12:05:58.134460,M012,ON
2012-06-06 12:05:59.564665,M014,ON
2012-06-06 12:08:05.181336,M012,ON
2012-06-06 12:08:15.596907,M016,ON
2012-06-06 12:08:49.302515,M012,ON
2012-06-06 12:08:56.007110,M014,ON
2012-06-06 12:08:58.235957,M014,ON
2012-06-06 12:08:58.878477,M012,ON
2012-06-06 12:09:03.394910,M016,ON
2012-06-06 12:10:09.575634,M016,ON
2012-06-06 12:10:11.655947,M012,ON
2012-06-06 12:10:17.394341,M014,ON
2012-06-06 12:10:18.756448,M012,ON
2012-06-06 12:10:21.785970,M016,ON
2012-06-06 12:13:47.443755,M012,ON
2012-06-06 12:13:57.671819,M014,ON
2012-06-06 12:13:59.061623,M012,ON
2012-06-06 12:14:02.251457,M016,ON
2012-06-06 12:20:18.925944,M012,ON
2012-06-06 12:20:21.303441,M014,ON
2012-06-06 12:23:56.922933,M012,ON
2012-06-06 12:24:01.275193,M016,ON
2012-06-06 12:30:20.247916,M012,ON
2012-06-06 12:31:24.596318,M014,ON
2012-06-06 12:33:49.969742,M012,ON
2012-06-06 12:33:52.938969,M015,ON
2012-06-06 12:33:54.824591,M012,ON
2012-06-06 12:34:04.724896,M016,ON
2012-06-06 12:34:20.287891,M012,ON
2012-06-06 12:34:36.061697,M016,ON
2012-06-06 12:34:45.644837,M012,ON
2012-06-06 12:34:59.046068,M014,ON
2012-06-06 12:35:13.667510,M014,ON
2012-06-06 12:35:14.691007,M012,ON
2012-06-06 12:35:19.734907,M012,ON
2012-06-06 12:35:22.343191,M012,ON
2012-06-06 12:35:23.996403,M014,ON
2012-06-06 12:35:28.370019,M012,ON
2012-06-06 12:35:29.772129,M014,ON
2012-06-06 12:35:31.844390,M014,ON
2012-06-06 12:35:32.127165,M012,ON
2012-06-06 12:35:35.233606,M014,ON
2012-06-06 12:35:36.262898,M012,ON
2012-06-06 12:35:40.271883,M014,ON
2012-06-06 12:35:47.334200,M012,ON
2012-06-06 12:35:51.230733,M012,ON
2012-06-06 12:35:53.035047,M014,ON
2012-06-06 12:35:54.838671,M012,ON
2012-06-06 12:35:59.849092,M014,ON
2012-06-06 12:36:02.146388,M012,ON
2012-06-06 12:36:04.287960,M014,ON
2012-06-06 12:36:08.274843,M012,ON
2012-06-06 12:36:10.555826,M015,ON
2012-06-06 12:36:13.354783,M012,ON
2012-06-06 12:36:15.250893,M015,ON
2012-06-06 12:36:15.984965,M012,ON
2012-06-06 12:36:27.393813,M012,ON
2012-06-06 12:36:31.529973,M015,ON
2012-06-06 12:37:49.720649,M016,ON
2012-06-06 12:38:36.433994,M012,ON
2012-06-06 12:45:10.501598,M012,ON
2012-06-06 12:45:11.470305,M014,ON
2012-06-06 12:50:26.736930,M014,ON
2012-06-06 12:50:28.948540,M012,ON
2012-06-06 12:51:06.652607,M014,ON
2012-06-06 12:58:47.250173,M012,ON
2012-06-06 12:58:51.475941,M016,ON
2012-06-06 13:46:57.066836,M012,ON
2012-06-06 13:46:59.910453,M014,ON
2012-06-06 13:56:48.518499,M012,ON
2012-06-06 13:56:55.452647,M016,ON
2012-06-06 13:57:37.886552,M012,ON
2012-06-06 13:58:53.277993,M012,ON
2012-06-06 13:58:57.150848,M014,ON
2012-06-06 13:59:08.093403,M012,ON
2012-06-06 13:59:14.777766,M016,ON
2012-06-06 14:00:32.245989,M012,ON
2012-06-06 14:00:54.666957,M014,ON
2012-06-06 14:01:03.541402,M012,ON
2012-06-06 14:01:06.272358,M016,ON
2012-06-06 14:01:19.706040,M012,ON
2012-06-06 14:01:27.633791,M014,ON
2012-06-06 14:01:34.938495,M014,ON
2012-06-06 14:01:36.336701,M012,ON
2012-06-06 14:01:39.673645,M016,ON
2012-06-06 14:31:21.279347,M012,ON
2012-06-06 14:31:23.962268,M014,ON
2012-06-06 14:31:29.302906,M012,ON
2012-06-06 14:31:33.339647,M016,ON
2012-06-06 14:36:32.629662,M012,ON
2012-06-06 14:36:34.704816,M014,ON
2012-06-06 14:50:12.517662,M012,ON
2012-06-06 14:50:18.595161,M016,ON
2012-06-06 14:50:33.874499,M012,ON
2012-06-06 14:50:54.737150,M014,ON
2012-06-06 14:51:50.360672,M012,ON
2012-06-06 14:51:55.162251,M016,ON
2012-06-06 15:41:58.185378,M012,ON
2012-06-06 15:42:00.307957,M014,ON
2012-06-06 15:42:08.067004,M012,ON
