2012-06-30 06:58:17.256066,M015,ON
2012-06-30 06:58:18.436146,M012,ON
2012-06-30 06:58:25.856753,M012,ON
2012-06-30 06:58:26.052276,M015,ON
2012-06-30 06:58:29.937964,M016,ON
2012-06-30 07:00:31.187885,M012,ON
2012-06-30 07:00:32.582413,M015,ON
2012-06-30 07:22:37.690432,M015,ON
2012-06-30 07:22:38.903650,M012,ON
2012-06-30 07:22:52.705811,M015,ON
2012-06-30 07:22:52.959062,M012,ON
2012-06-30 07:22:55.671711,M014,ON
2012-06-30 07:23:02.407639,M014,ON
2012-06-30 07:23:06.083810,M012,ON
2012-06-30 07:23:13.004149,M012,ON
2012-06-30 07:23:14.472514,M015,ON
2012-06-30 07:23:20.977283,M015,ON
2012-06-30 07:23:24.816602,M012,ON
2012-06-30 07:23:30.921770,M015,ON
2012-06-30 07:24:03.571034,M012,ON
2012-06-30 07:24:03.731873,M015,ON
2012-06-30 07:24:20.922275,M012,ON
2012-06-30 07:24:21.166739,M015,ON
2012-06-30 07:24:24.540780,M016,ON
2012-06-30 07:26:09.477251,M012,ON
2012-06-30 07:26:10.294156,M015,ON
2012-06-30 07:26:55.309133,M015,ON
2012-06-30 07:26:55.562523,M012,ON
2012-06-30 07:27:30.196411,M015,ON
2012-06-30 07:27:30.288244,M012,ON
2012-06-30 07:35:43.242174,M012,ON
2012-06-30 07:35:45.452246,M012,ON
2012-06-30 07:35:45.607006,M015,ON
2012-06-30 07:35:47.059519,M012,ON
2012-06-30 07:35:50.428007,M016,ON
2012-06-30 07:42:19.842696,M012,ON
2012-06-30 07:42:29.681082,M016,ON
2012-06-30 08:17:49.283773,M012,ON
2012-06-30 08:18:12.761499,M016,ON
2012-06-30 08:51:17.608031,M012,ON
2012-06-30 08:52:51.454281,M015,ON
2012-06-30 08:52:56.822091,M015,ON
2012-06-30 08:52:57.656788,M012,ON
2012-06-30 08:53:05.317846,M014,ON
2012-06-30 08:53:54.566672,M012,ON
2012-06-30 08:54:09.471530,M014,ON
2012-06-30 08:57:19.483657,M012,ON
2012-06-30 08:57:29.055131,M016,ON
2012-06-30 09:13:46.218208,M012,ON
2012-06-30 09:13:49.672646,M014,ON
2012-06-30 09:17:02.207433,M014,ON
2012-06-30 09:17:06.465898,M012,ON
2012-06-30 09:17:11.140223,M016,ON
2012-06-30 09:17:41.016876,M012,ON
2012-06-30 09:17:44.025179,M014,ON
2012-06-30 09:18:01.765910,M012,ON
2012-06-30 09:18:14.918038,M015,ON
2012-06-30 09:19:06.081026,M015,ON
2012-06-30 09:19:06.620796,M012,ON
2012-06-30 09:19:33.333780,M015,ON
2012-06-30 09:19:33.971918,M012,ON
2012-06-30 09:20:10.214408,M015,ON
2012-06-30 09:21:08.686487,M012,ON
2012-06-30 09:21:11.897986,M016,ON
2012-06-30 09:48:01.289505,M012,ON
2012-06-30 09:48:03.692598,M014,ON
2012-06-30 09:48:18.291424,M012,ON
2012-06-30 09:48:23.656719,M016,ON
2012-06-30 10:21:37.579766,M012,ON
2012-06-30 10:21:40.811856,M014,ON
2012-06-30 10:29:40.601300,M012,ON
2012-06-30 10:29:44.632160,M016,ON
2012-06-30 10:32:38.874401,M012,ON
2012-06-30 10:32:43.785837,M014,ON
2012-06-30 10:34:15.051331,M012,ON
2012-06-30 10:34:19.656603,M016,ON
2012-06-30 11:47:41.685648,M012,ON
2012-06-30 11:47:44.248283,M014,ON
2012-06-30 11:47:56.130186,M012,ON
2012-06-30 11:47:59.712972,M016,ON
2012-06-30 12:25:38.027785,M016,ON
2012-06-30 12:25:40.610418,M012,ON
2012-06-30 12:25:43.380958,M014,ON
